id,title,popularity,release_date
262504,Allegiant,86.105615,9/3/2016
46729,Fetching Cody,0.077876,1/10/2005
11217,Club Dread,2.62082,27/2/2004
273481,Sicario,55.424027,17/9/2015
44754,Margaret,4.898424,30/9/2011
9607,Super Mario Bros.,14.587367,28/5/1993
13948,An American Carol,2.605374,3/10/2008
9713,Holy Man,9.265672,8/10/1998
868,Tsotsi,2.504169,18/8/2005
72387,Safe,31.92695,16/4/2012
11564,Class of 1984,5.643023,20/8/1982
8408,Day of the Dead,18.025206,19/7/1985
28666,The Woman Chaser,0.619979,8/10/1999
22832,Ninja Assassin,19.085403,29/9/2009
34314,Turbulence,4.700024,9/1/1997
188652,The Ghastly Love of Johnny X,0.209475,26/4/2013
119450,Dawn of the Planet of the Apes,243.791743,26/6/2014
39563,The Eclipse,9.342465,24/4/2009
16300,Down to Earth,9.166658,16/2/2001
39210,Somewhere,9.590373,3/9/2010
4256,Scary Movie 3,36.585509,24/10/2003
9884,Collateral Damage,18.827753,6/2/2002
10822,Savage Grace,3.531877,18/5/2007
89325,Darling Companion,2.303865,20/4/2012
9913,The Skeleton Key,29.105407,29/7/2005
107811,21 & Over,35.522027,1/3/2013
25786,Samantha: An American Girl Holiday,4.980585,23/11/2004
146,"Crouching Tiger, Hidden Dragon",45.742254,1/10/2000
12123,Chain Reaction,20.58862,2/8/1996
398,Capote,17.434862,30/9/2005
417859,Puss in Boots,20.678787,28/10/2011
310131,The Witch,50.319662,19/2/2016
4997,Wonderland,7.79068,23/10/2003
11904,Young Sherlock Holmes,8.321586,4/12/1985
280092,Insidious: Chapter 3,45.946524,4/6/2015
2786,Pierrot le Fou,7.791898,29/8/1965
11442,Halloween: Resurrection,11.045593,1/7/2002
241239,A Most Violent Year,37.629309,30/12/2014
32579,Under the Same Moon,2.756435,20/3/2008
861,Total Recall,43.129703,1/6/1990
256961,Paul Blart: Mall Cop 2,41.258487,16/4/2015
62255,Tracker,2.074295,20/5/2010
389425,Code of Honor,2.101718,6/5/2016
231617,"Signed, Sealed, Delivered",1.444476,13/10/2013
14325,The Express,3.87823,10/10/2008
5393,Happily N'Ever After,10.410933,14/9/2006
17795,My Fellow Americans,2.809378,20/12/1996
5550,RoboCop 3,14.725467,17/4/1993
15983,Invasion U.S.A.,4.192064,27/9/1985
1975,The Grudge 2,13.906944,13/10/2006
153518,The Angry Birds Movie,45.720894,11/5/2016
7288,Duplex,15.590001,26/9/2003
8942,Wendy and Lucy,0.713906,22/5/2008
591,The Da Vinci Code,45.313197,17/5/2006
10398,Double Jeopardy,19.439386,24/9/1999
10673,Wall Street,24.898687,10/12/1987
7874,Black Snake Moan,11.429607,8/12/2006
69668,Dream House,19.267479,30/9/2011
185008,Yeh Jawaani Hai Deewani,3.353176,31/5/2013
21525,Tupac: Resurrection,1.314576,23/1/2003
14655,Soul Men,5.483671,7/11/2008
76758,The Flowers of War,12.516546,15/12/2011
7299,Equilibrium,44.566609,6/12/2002
125537,Smiling Fish & Goat On Fire,0.00734,16/9/1999
4995,Boogie Nights,19.85579,11/9/1997
30082,Forty Shades of Blue,0.071377,7/12/2005
20542,Delgo,4.238482,12/12/2008
50357,Apollo 18,17.028252,20/7/2011
50848,The Names of Love,6.368933,24/11/2010
55420,Another Earth,25.402697,22/7/2011
18292,George Washington,2.058834,1/10/2000
78,Blade Runner,94.056131,25/6/1982
8665,K-19: The Widowmaker,15.625949,19/7/2002
2787,Pitch Black,18.493202,18/2/2000
3033,Gods and Monsters,5.588652,21/1/1998
74084,Dil Jo Bhi Kahey...,0.122704,7/12/2006
860,WarGames,23.161754,3/6/1983
198663,The Maze Runner,131.815575,10/9/2014
24055,The Puffy Chair,1.243955,17/1/2005
8065,21,45.149948,27/3/2008
9543,Prince of Persia: The Sands of Time,62.169881,19/5/2010
206412,Lisa Picard Is Famous,0.690089,14/5/2000
70,Million Dollar Baby,70.456012,15/12/2004
10040,Miss Congeniality 2: Armed and Fabulous,19.998581,11/3/2005
73567,Killer Joe,16.436178,10/9/2011
1735,The Mummy: Tomb of the Dragon Emperor,60.034162,1/7/2008
19495,Nomad: The Warrior,8.212018,17/7/2005
25678,American Ninja 2: The Confrontation,5.061107,1/5/1987
18,The Fifth Element,109.528572,7/5/1997
117263,Olympus Has Fallen,59.428223,20/3/2013
14578,Outside Providence,2.627232,16/8/1999
5902,A Bridge Too Far,20.256571,15/6/1977
17994,Witchboard,7.151154,31/12/1986
11,Star Wars,126.393695,25/5/1977
270487,"Hail, Caesar!",39.006187,5/2/2016
13600,City of Ember,23.465539,7/10/2008
8998,Friends with Money,11.885221,7/9/2006
157847,Joe,22.987897,11/4/2014
2669,The Bounty,7.436491,4/5/1984
309809,The Little Prince,35.384423,29/7/2015
14324,Virgin Territory,6.760922,17/12/2007
23398,Alvin and the Chipmunks: The Squeakquel,29.412262,21/12/2009
27686,State Fair,1.847822,29/8/1945
854,The Mask,85.30318,29/7/1994
82700,After Earth,42.840582,30/5/2013
27723,Psycho Beach Party,2.855963,6/8/2000
11545,Rushmore,18.289303,17/9/1998
325123,Teeth and Blood,0.055325,10/3/2015
9336,Police Academy,15.002502,22/3/1984
271185,Ask Me Anything,8.976128,19/4/2014
15208,Bathory: Countess of Blood,2.500218,4/7/2008
13596,My Best Friend's Girl,17.145287,19/9/2008
46829,Barney's Version,4.952735,26/10/2010
12088,Fortress,8.708229,30/9/1992
1585,It's a Wonderful Life,42.868495,20/12/1946
6217,Cat People,5.69872,2/4/1982
205775,In the Heart of the Sea,50.767332,20/11/2015
4174,Spellbound,11.145915,28/12/1945
9741,Unbreakable,42.006908,13/11/2000
8329,[REC],31.691617,10/4/2007
1956,Gerry,5.038953,12/1/2002
296099,Vacation,47.753598,28/7/2015
8328,Step Up 2: The Streets,28.973074,14/2/2008
62206,30 Minutes or Less,25.039383,11/8/2011
14854,Lone Wolf McQuade,8.452666,14/4/1983
9603,Clueless,16.051328,19/7/1995
55561,Clockwatchers,1.196943,1/1/1997
15976,The Bubble,1.49436,6/6/2006
1555,The Spanish Apartment,13.034602,17/5/2002
1979,Fantastic 4: Rise of the Silver Surfer,60.810723,13/6/2007
91076,Illuminata,0.111313,21/5/1998
7459,Speed Racer,17.060695,9/5/2008
21641,The Damned United,13.409125,27/3/2009
23963,Pontypool,4.680206,6/3/2009
127560,The Railway Man,13.916583,26/12/2013
153158,Underdogs,14.866351,18/7/2013
14358,Mad Hot Ballroom,0.772668,13/5/2005
1430,Bowling for Columbine,11.414843,9/10/2002
11065,O,4.146752,31/8/2001
14544,Roll Bounce,2.596338,23/9/2005
25520,The House of Mirth,3.007816,23/9/2000
25793,Precious,18.664624,6/11/2009
14757,Osama,1.447734,20/5/2003
46415,Neal 'n' Nikki,0.285131,9/12/2005
78814,We Have Your Husband,0.102003,12/11/2011
11156,Coco Before Chanel,8.426589,22/4/2009
11351,Jeepers Creepers 2,19.045146,8/8/2003
49081,The Rocket: The Legend of Rocket Richard,0.983484,25/10/2005
1550,Pieces of April,4.270596,19/1/2003
46146,Troll Hunter,12.982319,29/10/2010
9303,Bound,15.359952,13/9/1996
10765,Private Benjamin,12.18838,6/10/1980
45881,The Bridge of San Luis Rey,0.515677,1/1/2004
9659,Mad Max,33.142185,12/4/1979
22803,Law Abiding Citizen,49.593978,15/10/2009
13827,"Surfer, Dude",2.404626,5/9/2008
91314,Transformers: Age of Extinction,116.840296,25/6/2014
347126,God's Not Dead 2,6.96858,1/4/2016
23685,Monkeybone,8.098369,23/2/2001
8675,Orgazmo,5.06516,6/9/1997
9641,Cheaper by the Dozen 2,18.831023,21/12/2005
12657,Soul Plane,9.400404,28/5/2004
5971,We're No Angels,9.927018,15/12/1989
40688,Meet the Deedles,2.353441,27/3/1998
38778,Dinner for Schmucks,11.023691,30/7/2010
10865,Atlantis: The Lost Empire,51.548589,2/6/2001
10071,The Brothers Solomon,8.312153,7/9/2007
72431,Red Tails,12.29603,19/1/2012
588,Silent Hill,32.927994,21/4/2006
16858,All That Jazz,5.159407,20/12/1979
15049,Bon Cop Bad Cop,5.069095,6/7/2006
227306,Unbroken,43.055253,25/12/2014
394047,The Dog Lover,1.193219,8/7/2016
13090,Sunshine Cleaning,19.336367,18/1/2008
11823,Wimbledon,16.736734,13/9/2004
88005,Seeking a Friend for the End of the World,30.863082,22/6/2012
172533,Drinking Buddies,17.378455,23/8/2013
164457,Out of the Furnace,29.230298,6/12/2013
129,Spirited Away,118.968562,20/7/2001
9703,The Last Legion,12.282911,19/4/2007
46420,The Loved Ones,4.989985,13/9/2009
96399,For Greater Glory - The True Story of Cristiada,5.759545,1/6/2012
10656,Subway,5.261065,10/4/1985
217708,Of Horses and Men,1.617943,30/8/2013
16642,Days of Heaven,13.857194,13/9/1978
109491,Beautiful Creatures,40.721373,13/2/2013
157544,The Vatican Tapes,10.475368,24/7/2015
21512,The Blood of Heroes,6.41678,19/10/1989
376004,Adulterers,1.471139,5/1/2016
19844,Kiss the Bride,1.65426,1/1/2007
3028,Jekyll and Hyde ... Together Again,0.805312,10/11/1982
16441,The Beastmaster,6.377523,20/8/1982
49950,The Roommate,11.807269,4/2/2011
3078,It Happened One Night,11.871424,22/2/1934
25212,Deterrence,2.171288,10/3/2000
366967,Dutch Kills,0.038143,2/10/2015
1268,Mr. Bean's Holiday,27.683874,22/3/2007
489,Good Will Hunting,43.734886,5/12/1997
49953,A Turtle's Tale: Sammy's Adventures,15.805449,3/8/2010
126141,The Case of the Grinning Cat,0.092562,5/12/2004
9792,The Hills Have Eyes,35.107857,10/3/2006
327833,Skin Trade,6.677926,7/11/2014
603,The Matrix,104.309993,30/3/1999
8988,Stop-Loss,4.002579,28/3/2008
13888,Return to the Blue Lagoon,9.705589,2/8/1991
29461,Soul Food,4.105363,26/9/1997
296098,Bridge of Spies,48.445978,15/10/2015
13053,Bolt,41.845878,21/11/2008
4258,Scary Movie 5,36.819044,11/4/2013
11661,Joyeux Noël,13.960945,9/11/2005
84204,Grabbers,9.451228,10/8/2012
158150,How to Fall in Love,1.923514,21/7/2012
55301,Alvin and the Chipmunks: Chipwrecked,23.473004,14/12/2011
11137,The Prince & Me,17.943945,28/3/2004
13160,Over Her Dead Body,12.067921,1/2/2008
1378,Shortbus,14.846001,20/5/2006
9312,Mortal Kombat,16.470895,18/8/1995
39538,Contagion,38.820858,8/9/2011
37710,The Tourist,41.426678,8/12/2010
47452,Love and Death on Long Island,0.933891,1/1/1997
19344,Loving Annabelle,7.145832,8/3/2006
8488,Hitch,34.576913,10/2/2005
8197,Midnight in the Garden of Good and Evil,5.525544,21/11/1997
14012,Flicka,3.043589,20/10/2006
14557,Dead Man on Campus,7.708227,21/8/1998
97614,Deadfall,10.19041,8/11/2012
268917,The Past Is a Grotesque Animal,0.394575,15/6/2014
10014,A Nightmare on Elm Street Part 2: Freddy's Revenge,21.607228,31/10/1985
13027,Eagle Eye,46.887983,25/9/2008
9208,Broken Arrow,22.769108,9/2/1996
403,Driving Miss Daisy,19.585801,13/12/1989
331493,Light from the Darkroom,0.012942,1/1/2014
10437,The Muppet Christmas Carol,15.085981,10/12/1992
23988,Stan Helsing,7.410523,27/10/2009
34069,Cargo,10.142218,24/9/2009
18713,The Jerky Boys,1.735462,3/2/1995
1245,The Remains of the Day,15.355589,5/11/1993
9053,DOA: Dead or Alive,12.790408,7/9/2006
40963,Little Big Top,0.0921,1/1/2006
47534,Fighting Tommy Riley,0.045429,6/5/2005
2009,"4 Months, 3 Weeks and 2 Days",9.270133,24/8/2007
10658,Howard the Duck,11.374306,1/8/1986
19840,"I Love You, Beth Cooper",14.15192,10/7/2009
70435,Haywire,26.257951,6/11/2011
873,The Color Purple,17.571533,18/12/1985
150202,The Haunting in Connecticut 2: Ghosts of Georgia,11.708343,1/2/2013
26371,Maurice,11.552247,18/9/1987
78705,Live-In Maid,0.038706,21/9/2004
12797,Ghost Town,17.98817,19/9/2008
14577,Dirty Work,9.066881,12/6/1998
10397,Angela's Ashes,4.88794,25/12/1999
37532,Slam,0.29245,7/10/1998
340816,Christmas Eve,1.985243,4/12/2015
17379,Last Holiday,6.156015,13/1/2006
8836,The X Files: I Want to Believe,25.454549,24/7/2008
274167,Daddy's Home,38.616744,25/12/2015
30596,Bodyguards and Assassins,7.876883,18/12/2009
259694,How to Be Single,46.078371,21/1/2016
58626,The Hit List,4.957014,2/4/2011
124459,The Incredible Burt Wonderstone,26.9385,14/3/2013
277519,Z Storm,0.542814,19/6/2014
25195,Leap Year,21.959742,8/1/2010
535,Flashdance,18.422323,14/4/1983
281957,The Revenant,100.635882,25/12/2015
239573,Unfinished Business,16.832312,5/3/2015
293670,The Wailing,9.05029,12/5/2016
1051,The French Connection,15.978136,9/10/1971
11260,Meet Dave,18.676291,8/7/2008
147441,Exodus: Gods and Kings,101.599427,3/12/2014
15037,Can't Hardly Wait,11.350382,12/6/1998
790,The Fog,14.518598,8/2/1980
63574,Joyful Noise,5.753705,13/1/2012
13811,Knowing,32.693093,19/3/2009
51820,The Salon,2.02817,13/1/2005
17995,DysFunktional Family,1.580027,4/4/2003
2639,Deconstructing Harry,11.352693,26/8/1997
19153,The Real Cancun,0.456485,23/4/2003
24575,Raise the Titanic,1.630541,1/1/1980
184,Jackie Brown,40.631671,24/12/1997
345911,Lights Out,48.170508,21/7/2016
10914,All Hat,0.137535,11/9/2007
251321,Aloft,6.500835,12/2/2014
10027,Unleashed,25.999888,2/2/2005
10676,Halloween III: Season of the Witch,12.030456,22/10/1982
5708,Control,11.357474,26/9/2007
13537,Shattered Glass,6.27257,14/11/2003
8416,The Conformist,8.429295,21/10/1970
49017,Dracula Untold,64.457947,1/10/2014
171424,The Green Inferno,17.845161,4/9/2014
82654,Warm Bodies,43.742241,31/1/2013
39055,Free Style,0.122874,24/12/2008
18785,The Hangover,82.21166,5/6/2009
8321,In Bruges,25.329493,8/2/2008
844,2046,12.664787,20/5/2004
193610,The Other Woman,34.519636,16/4/2014
9912,The World's Fastest Indian,8.450513,12/10/2005
56930,Tycoon,0.042442,27/12/1947
11324,Shutter Island,81.914696,18/2/2010
199933,Atlas Shrugged Part III: Who is John Galt?,1.731035,12/9/2014
116149,Paddington,39.882276,27/11/2014
7873,Harsh Times,12.999023,11/9/2005
9594,Double Impact,10.484642,10/8/1991
9280,Femme Fatale,9.07278,6/11/2002
39939,Super Troopers,16.312803,18/1/2001
10760,Sydney White,10.74648,21/9/2007
192577,Space Pirate Captain Harlock,14.726338,7/9/2013
14849,Dead Like Me: Life After Death,7.864905,17/2/2009
38223,Harriet the Spy,4.63093,10/7/1996
127918,The Gatekeepers,2.828303,9/7/2012
6687,Transsiberian,11.428903,18/1/2008
23483,Kick-Ass,45.054936,22/3/2010
205321,Sharknado,20.466433,11/7/2013
325133,Neighbors 2: Sorority Rising,50.179171,4/5/2016
62214,Frankenweenie,27.908783,4/10/2012
10445,Shadowlands,5.609755,25/12/1993
31668,All The Queen's Men,1.833058,14/10/2001
819,Sleepers,16.245068,18/10/1996
52520,Underworld: Awakening,58.401204,19/1/2012
9725,Friday the 13th Part 2,16.517777,1/5/1981
10776,Little Shop of Horrors,12.113235,19/12/1986
82532,"Jeff, Who Lives at Home",10.409155,13/9/2011
58428,The Innkeepers,14.386807,1/12/2011
34341,Men with Brooms,1.369528,20/9/2002
35690,The Last Song,23.139971,31/3/2010
11412,The Long Kiss Goodnight,15.858629,11/10/1996
9357,One Hour Photo,20.624896,21/8/2002
296096,Me Before You,53.161905,2/6/2016
45132,Super,12.204569,9/9/2010
80468,Some Guy Who Kills People,2.733725,14/4/2011
1494,Curse of the Golden Flower,9.950505,21/12/2006
8870,Red Planet,13.800656,10/11/2000
45145,Johnny Suede,1.354816,18/8/1991
40932,Can't Stop the Music,6.574285,20/6/1980
11323,The Informant!,17.772518,18/9/2009
10431,War,18.896239,24/8/2007
153,Lost in Translation,45.66662,31/8/2003
21494,Moliere,4.61335,31/1/2007
81188,Rise of the Guardians,61.788035,21/11/2012
1090,The Thirteenth Floor,19.890428,16/4/1999
71679,Resident Evil: Retribution,6.227675,12/9/2012
361398,Theresa Is a Mother,0.036532,25/9/2015
1683,The Reaping,13.445697,5/4/2007
50544,Friends with Benefits,40.526587,21/7/2011
10214,Son of the Mask,17.815595,18/2/2005
1770,Michael Collins,8.314624,25/10/1996
2026,Hostage,23.663713,9/3/2005
207769,Banshee Chapter,7.310879,26/8/2013
45612,Source Code,59.19888,30/3/2011
11770,Shaolin Soccer,17.54768,12/7/2001
308467,Roadside,0.160234,1/3/2013
205596,The Imitation Game,145.364591,14/11/2014
14177,Beauty Shop,5.625632,2/6/2005
1255,The Host,27.65527,27/7/2006
8961,Bad Boys II,38.068736,18/7/2003
2142,Cop Land,19.284129,15/8/1997
16620,La Bamba,6.847099,24/7/1987
1265,Bridge to Terabithia,40.646102,16/2/2007
9647,Scrooged,21.620317,22/11/1988
23082,The Invention of Lying,16.665841,13/9/2009
10684,Courage Under Fire,12.971122,4/7/1996
287625,Stories of Our Lives,0.327794,5/9/2014
333371,10 Cloverfield Lane,53.698683,10/3/2016
8592,Dick Tracy,7.859226,15/6/1990
1685,Beneath the Planet of the Apes,24.393296,1/5/1970
1779,Roger & Me,3.284903,1/9/1989
9824,Mystery Men,12.948627,6/8/1999
16358,Eulogy,9.085482,15/10/2004
8326,Holes,22.001408,18/4/2003
256962,Little Boy,12.232048,23/4/2015
2043,Along Came a Spider,21.252797,6/4/2001
27759,55 Days at Peking,3.321095,6/5/1963
1880,Red Dawn,11.743085,10/8/1984
61012,Silent Hill: Revelation 3D,23.292761,10/10/2012
168705,BloodRayne,7.008216,22/10/2005
12703,The Brown Bunny,3.412162,27/8/2004
109445,Frozen,165.125366,27/11/2013
89861,Stiff Upper Lips,0.356495,12/6/1998
22825,The Box,21.606001,17/9/2009
109418,Grown Ups 2,45.589568,11/7/2013
11056,Darkness,6.340135,2/10/2002
297100,The Little Ponderosa Zoo,0.073079,11/9/2014
168259,Furious 7,102.322217,1/4/2015
230266,Miss Julie,5.033065,7/9/2014
1443,The Virgin Suicides,26.218912,21/4/1999
13495,Alatriste,6.009644,1/9/2006
52015,Stake Land,12.496261,30/9/2010
26379,Paa,2.126139,4/12/2009
770,Gone with the Wind,48.98255,15/12/1939
60463,Sunday School Musical,0.46049,21/10/2008
40505,I Got the Hook Up,0.593068,27/5/1998
44634,Woman Thou Art Loosed,0.019984,30/9/2004
62835,Colombiana,33.785969,27/7/2011
251,Ghost,41.967005,12/7/1990
71157,Polisse,14.038703,6/10/2011
33157,Waterloo,1.894749,26/10/1970
10368,Tea with Mussolini,2.238646,25/3/1999
72331,Abraham Lincoln: Vampire Hunter,38.634767,20/6/2012
8202,Æon Flux,29.954302,30/11/2005
9671,Crocodile Dundee,16.072466,26/9/1986
273248,The Hateful Eight,68.717016,25/12/2015
301365,The Neon Demon,38.150787,8/6/2016
44944,For Colored Girls,1.934524,5/11/2010
8869,Eight Legged Freaks,17.834976,17/7/2002
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,49.661984,13/8/2010
88042,Parental Guidance,14.604911,25/12/2012
7451,xXx,46.217769,9/8/2002
256591,Focus,59.634029,25/2/2015
185567,Zulu,14.529496,4/12/2013
43653,The Living Wake,0.383442,1/1/2007
71880,Jack and Jill,22.132418,11/11/2011
10416,What Planet Are You From?,2.275331,3/3/2000
127585,X-Men: Days of Future Past,118.078691,15/5/2014
22488,Love's Abiding Joy,1.128559,6/10/2006
1535,Spy Game,27.166757,18/11/2001
62838,New Year's Eve,21.219292,8/12/2011
59440,Warrior,51.915025,9/9/2011
7461,Vantage Point,24.862767,1/2/2008
84200,"For a Good Time, Call...",14.238376,31/8/2012
15708,Latter Days,5.424916,10/7/2003
2454,The Chronicles of Narnia: Prince Caspian,53.978602,15/5/2008
172385,Rio 2,42.40024,19/3/2014
102651,Maleficent,110.620647,28/5/2014
283384,The Calling,5.759493,5/8/2014
1955,The Elephant Man,30.271066,2/10/1980
423,The Pianist,50.587541,24/9/2002
1593,Night at the Museum,48.780039,20/10/2006
17644,Barney's Great Adventure,0.722911,1/1/1998
10734,Escape from Alcatraz,26.356697,22/6/1979
794,The Omen,25.939385,6/6/1976
6415,Three Kings,34.973086,27/9/1999
9472,DodgeBall: A True Underdog Story,41.156217,18/6/2004
169917,A Walk Among the Tombstones,61.309619,18/9/2014
2989,Roar,1.15641,12/11/1981
708,The Living Daylights,23.331459,29/6/1987
8409,A Man Apart,19.854932,4/4/2003
11543,Kingpin,17.329269,4/7/1996
61984,Space Battleship Yamato,5.158067,1/12/2010
206213,Zombie Hunter,3.418372,25/7/2013
104896,A Dog Of Flanders,0.838938,27/8/1999
296943,The Hadza:  Last of the First,0.045648,31/10/2014
10564,Where the Heart Is,6.857923,27/4/2000
49526,Premium Rush,17.709888,24/8/2012
8367,Robin Hood: Prince of Thieves,28.803729,14/6/1991
21612,The Funeral,2.950618,26/1/1996
249164,If I Stay,31.162838,21/8/2014
112949,Safe Haven,37.729059,7/2/2013
19585,G-Force,26.710398,21/7/2009
311,Once Upon a Time in America,49.336397,16/2/1984
29917,Exam,20.265518,19/6/2009
165864,Hansel and Gretel Get Baked,2.503612,19/2/2013
6439,Racing Stripes,8.058109,6/1/2005
2255,Chasing Amy,20.601483,4/4/1997
77883,The Possession,21.680424,30/8/2012
11648,Must Love Dogs,11.120167,21/7/2005
9675,Sideways,23.425431,22/10/2004
11051,The Last Temptation of Christ,14.672151,12/8/1988
1645,A Time to Kill,25.219805,24/7/1996
657,From Russia with Love,41.298723,11/10/1963
14181,Boiler Room,11.233081,18/2/2000
49051,The Hobbit: An Unexpected Journey,108.849621,26/11/2012
1584,School of Rock,43.057323,3/10/2003
98,Gladiator,95.301296,1/5/2000
7737,Resident Evil: Extinction,12.06538,20/9/2007
6575,Walk Hard: The Dewey Cox Story,10.73522,21/12/2007
87818,Movie 43,35.350303,1/1/2013
18823,Clash of the Titans,47.686442,1/4/2010
240,The Godfather: Part II,105.792936,20/12/1974
18975,The Adventures of Pinocchio,6.718497,26/7/1996
12085,Mad Money,6.847133,17/1/2008
335874,Childless,0.243853,3/4/2015
1282,Dogtown and Z-Boys,3.291609,18/1/2001
61038,Go for It!,0.500753,13/5/2011
8963,Crimson Tide,20.334629,12/5/1995
60420,Like Crazy,21.825564,28/10/2011
10771,The Tuxedo,21.549232,27/9/2002
42033,Def-Con 4,0.319792,15/3/1985
2575,The Tailor of Panama,7.047975,11/2/2001
24226,The Verdict,7.980632,8/12/1982
4547,Panic Room,53.043124,29/3/2002
44639,Inside Job,16.930914,8/10/2010
9302,Up Close & Personal,4.801849,1/3/1996
77950,Turbo,44.765377,11/7/2013
73937,The Big Year,9.419726,13/10/2011
3472,Dirty Pretty Things,9.177896,5/9/2002
20856,Aliens in the Attic,13.707183,31/7/2009
60421,Circumstance,2.34239,26/8/2011
72105,Ted,68.87691,29/6/2012
32657,Percy Jackson & the Olympians: The Lightning Thief,61.121717,1/2/2010
812,Aladdin,92.982009,25/11/1992
11113,My Fair Lady,20.786616,21/10/1964
272,Batman Begins,115.040024,10/6/2005
13498,Man of the House,6.004422,25/2/2005
227975,Futuro Beach,2.611364,1/5/2014
14392,The Warlords,6.884467,12/12/2007
16110,Thomas and the Magic Railroad,1.916351,26/7/2000
55903,Betty Fisher and Other Stories,0.024186,1/9/2001
10950,I Am Sam,26.071644,28/12/2001
11091,Riding in Cars with Boys,7.226115,19/10/2001
41210,The Switch,27.494037,11/5/2010
7301,Lonesome Jim,3.433625,16/11/2005
335866,Circle,6.752141,2/10/2015
40880,Pandaemonium,0.165367,29/6/2001
18162,Land of the Lost,19.38841,5/6/2009
2486,Eragon,30.863434,14/12/2006
13836,Race to Witch Mountain,23.935053,12/3/2009
36648,Blade: Trinity,49.660055,8/12/2004
10025,Just My Luck,22.074306,12/5/2006
43418,Beneath Hill 60,3.949796,15/4/2010
271331,United Passions,6.036684,19/6/2014
84659,The Naked Ape,0.077577,16/9/2006
5176,3:10 to Yuma,48.801089,6/9/2007
1551,Flatliners,24.114459,9/8/1990
332567,The Shallows,60.829621,24/6/2016
10034,High Heels and Low Lifes,1.769593,16/7/2001
12400,Redbelt,5.091253,7/4/2008
424,Schindler's List,104.469351,29/11/1993
227707,The Adventurer: The Curse of the Midas Box,8.842722,5/12/2013
12149,Frailty,16.003958,17/11/2001
9754,Firewall,18.186026,10/2/2006
12621,Hamlet 2,5.293363,21/1/2008
9562,Timeline,11.22268,26/11/2003
114,Pretty Woman,45.473484,23/3/1990
306667,Horse Camp,0.172299,10/1/2015
291270,Anomalisa,21.024346,30/12/2015
38570,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,5.628399,8/6/2010
175291,Cheap Thrills,10.826253,8/3/2013
46529,I Am Number Four,43.450266,18/2/2011
335,Once Upon a Time in the West,49.333137,21/12/1968
11699,The Bad Lieutenant: Port of Call - New Orleans,17.339852,11/9/2009
82990,Paranormal Activity 4,20.326337,17/10/2012
49530,In Time,60.231382,27/10/2011
11011,Ri¢hie Ri¢h,14.398356,19/12/1994
9919,How to Lose a Guy in 10 Days,23.854701,7/2/2003
13158,Aqua Teen Hunger Force Colon Movie Film for Theaters,1.453146,13/4/2007
24977,Michael Jordan to the Max,1.830306,5/5/2000
33870,Mao's Last Dancer,1.876811,1/10/2009
10999,Commando,34.224204,3/10/1985
85446,Step Up Revolution,29.775441,26/7/2012
45138,Machine Gun McCain,0.700127,1/4/1969
619,The Bodyguard,26.576385,25/11/1992
7303,Maid in Manhattan,19.738215,13/12/2002
158895,This Is Martin Bonner,0.76368,28/6/2013
227156,The Giver,53.811461,11/8/2014
255343,Escobar: Paradise Lost,25.112567,11/10/2014
9469,He Got Game,10.232599,1/5/1998
464,As It Is in Heaven,4.321249,3/9/2004
9471,Charlie's Angels: Full Throttle,33.616115,27/6/2003
146238,Runner Runner,22.975918,24/9/2013
24420,The Time Traveler's Wife,37.492928,14/8/2009
32395,The Greatest,6.903186,17/1/2009
11499,Frost/Nixon,16.87784,15/10/2008
12535,High Anxiety,5.690619,25/12/1977
15875,Donovan's Reef,1.897263,12/6/1963
1586,Secret Window,32.908414,12/3/2004
272878,Max,14.136476,26/6/2015
22301,Hell's Angels,8.484123,15/11/1930
36670,Never Say Never Again,23.380757,7/10/1983
64678,The Art of Getting By,12.690224,17/6/2011
73981,Ayurveda: Art of Being,0.055868,20/9/2001
98568,Enter Nowhere,3.637857,22/10/2011
59108,Tower Heist,36.743324,2/11/2011
45272,Country Strong,7.809701,22/12/2010
13849,The Cottage,8.39685,7/2/2008
19366,Josie and the Pussycats,6.404571,6/4/2001
604,The Matrix Reloaded,70.78591,15/5/2003
808,Shrek,67.298732,16/5/2001
52449,Bad Teacher,28.497242,16/5/2011
1620,Hitman,42.669304,21/11/2007
261,Cat on a Hot Tin Roof,16.553594,17/2/1958
27380,Megaforce,1.110179,25/6/1982
9288,Dungeons & Dragons: Wrath of the Dragon God,4.901936,1/1/2005
10197,Nine,9.357734,3/12/2009
8012,Get Shorty,15.585138,20/10/1995
850,A Christmas Story,15.128316,18/11/1983
70478,The Stewardesses,1.183892,25/7/1969
433715,8 Days,0.015295,15/6/2014
18712,Sands of Iwo Jima,3.851,14/12/1949
954,Mission: Impossible,75.290998,22/5/1996
18501,Gamer,27.631262,3/9/2009
8831,Timecop,13.308127,15/9/1994
117,The Untouchables,38.272889,2/6/1987
1656,The Legend of Zorro,31.054334,24/10/2005
114150,Pitch Perfect,32.746486,28/9/2012
223485,Slow West,14.936661,16/4/2015
50698,Grave Encounters,13.222268,9/9/2011
36691,Solitary Man,7.497306,7/9/2009
23367,Bandslam,7.716606,6/8/2009
18487,The Taking of Pelham 1 2 3,40.597856,11/6/2009
9701,North Country,12.779201,12/2/2005
116711,Epic,36.711378,15/5/2013
