,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,genre
242,51,2.24E-02,0.647,2.34E+05,0.69,0.00E+00,0.147,-8.657,0.045,117.514,0.682,Alternative
243,63,6.90E-02,NaN,1.64E+05,0.969,2.20E-04,0.061,-7.464,0.085,142.489,NaN,Rock
244,61,7.74E-02,0.486,1.99E+05,0.892,0.00E+00,0.053,-3.529,0.061,72.984,0.361,Rock
245,67,NaN,0.575,2.04E+05,NaN,0.00E+00,0.614,-6.007,0.325,172.155,0.926,Hip-Hop
246,59,8.13E-04,NaN,3.10E+05,0.708,1.97E-02,0.076,-9.367,0.026,100.698,NaN,Alternative
247,40,NaN,0.339,2.33E+05,NaN,1.62E-03,0.105,-11.843,0.045,187.622,0.223,Electronic
248,55,3.12E-02,0.473,3.12E+05,0.691,4.04E-03,0.147,-7.984,0.025,82.118,0.421,Alternative
249,51,5.37E-03,0.507,2.31E+05,0.686,0.00E+00,0.124,-4.974,0.04,120.406,0.389,Rock
250,63,4.14E-02,0.325,1.53E+05,0.872,0.00E+00,0.478,-2.535,0.101,199.842,0.744,Rock
251,53,9.85E-01,0.336,1.90E+05,0.062,8.91E-01,0.11,-20.494,0.036,60.705,0.197,Jazz
252,67,5.00E-02,0.813,NaN,0.977,NaN,NaN,-6.078,0.048,NaN,0.842,Rock
253,NaN,7.98E-03,0.672,NaN,0.688,NaN,NaN,-9.605,0.037,NaN,0.808,Electronic
254,56,1.16E-02,0.507,-1.00E+00,0.666,3.43E-01,0.129,-8.362,0.029,77.979,0.185,Rock
255,55,1.28E-01,0.534,2.96E+05,0.663,3.63E-05,0.431,-5.48,0.029,141.525,0.573,Rock
256,32,7.44E-04,0.471,2.29E+05,0.944,5.87E-04,0.193,-4.673,0.069,94.414,0.763,Blues
257,76,NaN,0.667,2.08E+05,NaN,1.50E-02,0.097,-5.935,0.068,114.981,0.485,Rock
258,62,NaN,NaN,2.21E+05,NaN,3.31E-05,0.112,-8.821,0.036,95.239,NaN,Rock
259,20,9.18E-04,0.167,-1.00E+00,0.461,7.93E-01,0.113,-10.65,0.033,87.03,0.103,Anime
260,41,1.78E-01,0.7,2.27E+05,0.679,0.00E+00,0.079,-7.019,0.117,78.817,0.412,Country
261,53,NaN,0.655,3.05E+05,NaN,0.00E+00,0.064,-12.824,NaN,118.732,0.528,Country
262,55,1.34E-02,NaN,2.17E+05,0.626,0.00E+00,0.349,-7.155,0.045,134.028,NaN,Alternative
263,38,1.08E-03,0.776,4.49E+05,0.703,8.80E-01,0.352,-16.542,0.05,125.938,0.922,Jazz
264,59,8.88E-03,NaN,2.25E+05,0.951,1.26E-03,0.376,-3.888,0.097,158.075,NaN,Rock
265,33,9.90E-01,0.393,-1.00E+00,0.112,9.24E-01,0.123,-24.031,0.035,139.968,0.487,Classical
266,52,1.01E-03,0.565,2.14E+05,0.905,0.00E+00,0.325,-3.575,0.057,126.011,0.684,Rock
267,62,2.08E-02,0.575,2.50E+05,0.478,1.11E-05,0.144,-5.517,0.031,125.968,0.297,Rock
268,34,3.23E-06,0.275,1.45E+05,0.958,9.59E-01,0.315,-9.171,0.041,99.993,0.727,Blues
269,59,1.77E-03,0.568,1.98E+05,0.871,4.06E-04,0.36,-5.235,0.049,133.064,0.693,Rock
270,61,NaN,0.596,1.85E+05,NaN,1.51E-01,0.135,-5.82,0.07,149.999,0.56,Rock
271,49,NaN,0.704,-1.00E+00,NaN,1.10E-01,0.154,NaN,0.032,128.807,0.789,Rock
272,NaN,1.93E-01,0.477,NaN,0.471,NaN,0.131,-10.036,0.028,81.204,0.423,Rock
273,54,9.36E-01,0.696,1.31E+05,0.234,4.30E-05,0.114,-14.541,0.038,130.302,0.484,Jazz
274,53,NaN,0.492,2.02E+05,NaN,1.62E-01,0.255,-6.79,0.033,84.237,0.323,Rock
275,58,8.38E-01,0.665,-1.00E+00,0.253,0.00E+00,0.168,-7.326,0.051,142.252,0.477,Rock
276,30,NaN,NaN,2.12E+05,NaN,9.04E-01,0.513,-11.301,0.038,163.163,NaN,Jazz
277,49,NaN,0.562,2.84E+05,NaN,0.00E+00,0.322,-7.974,0.203,93.378,0.362,Alternative
278,68,2.65E-03,0.553,1.73E+05,0.917,9.91E-03,0.07,-8.806,0.091,101.798,0.781,Rock
279,55,8.41E-02,NaN,3.85E+05,0.639,0.00E+00,0.371,-9.91,0.034,149.686,NaN,Rock
280,NaN,7.06E-03,0.572,NaN,0.868,NaN,NaN,-4.833,0.047,NaN,0.248,NaN
281,54,7.27E-02,0.609,-1.00E+00,0.876,6.96E-06,0.078,-5.777,0.044,152.043,0.39,Rock
282,55,6.74E-02,0.432,-1.00E+00,0.612,1.34E-06,0.111,-6.871,0.029,89.995,0.113,Rock
283,56,3.49E-04,0.684,2.69E+05,0.906,5.50E-01,0.103,-6.661,NaN,101.46,0.555,Rock
284,55,4.79E-01,0.345,NaN,0.461,NaN,NaN,-12.063,0.065,NaN,0.171,Rock
285,54,1.74E-01,0.568,2.14E+05,0.714,0.00E+00,0.043,-7.139,NaN,146.338,0.955,Rock
286,33,9.33E-01,0.304,-1.00E+00,0.126,9.39E-01,0.124,-20.634,0.029,84.377,0.307,Jazz
287,57,1.75E-01,0.541,1.75E+05,0.662,0.00E+00,0.08,-7.196,0.038,144.046,0.742,Rock
288,35,NaN,0.375,1.44E+05,NaN,4.72E-06,0.086,-12.955,0.034,67.714,0.379,Classical
289,28,1.21E-01,0.365,3.34E+05,0.676,7.01E-01,0.478,-8.7,0.112,149.22,0.599,Blues
290,40,9.66E-01,0.716,2.19E+05,0.404,9.09E-01,0.107,-13.79,NaN,96.979,0.565,Electronic
291,57,9.72E-01,0.193,2.08E+05,0.033,9.29E-01,0.098,-28.228,0.046,82.165,0.037,Classical
292,59,2.28E-01,0.573,2.34E+05,0.656,0.00E+00,0.065,-5.954,0.056,81.952,0.668,Rock
293,70,NaN,0.606,1.93E+05,NaN,0.00E+00,0.337,-4.404,0.06,119.974,0.903,Rock
294,74,NaN,NaN,3.83E+05,NaN,2.01E-03,0.269,-10.421,0.152,124.193,NaN,Rock
295,24,1.10E-01,0.626,3.68E+05,0.994,4.15E-02,0.304,-2.849,0.08,129.993,0.475,Anime
296,64,1.63E-04,0.408,1.97E+05,0.817,3.00E-02,0.403,-4.59,0.076,120.406,0.288,Rock
297,57,1.23E-01,0.749,2.38E+05,0.649,0.00E+00,0.371,-8.623,0.053,120.068,0.146,Rap
298,52,6.14E-03,0.515,2.60E+05,0.912,1.77E-01,0.157,NaN,0.069,107.131,0.596,Rock
299,64,NaN,0.505,-1.00E+00,NaN,0.00E+00,0.113,-5.146,0.036,140.066,0.623,Rock
300,61,4.91E-01,NaN,2.88E+05,0.467,1.75E-01,0.081,-10.862,0.03,113.713,NaN,Blues
301,55,3.74E-01,0.926,2.13E+05,0.354,0.00E+00,0.49,-10.773,0.511,105.005,0.561,Hip-Hop
302,51,2.70E-01,0.648,2.48E+05,0.637,4.22E-06,0.047,-10.138,0.03,120.406,0.738,Rock
303,NaN,8.26E-01,0.153,NaN,0.359,NaN,0.082,-17.719,0.038,83.894,0.313,Anime
304,57,4.02E-01,0.498,-1.00E+00,0.806,5.74E-06,0.525,-5.284,0.026,120.406,0.664,Rock
305,NaN,6.64E-03,0.496,NaN,0.554,NaN,NaN,-8.487,0.365,NaN,0.328,Rap
306,57,1.23E-01,0.749,2.38E+05,0.649,0.00E+00,0.371,-8.623,0.053,120.068,0.146,Hip-Hop
307,44,2.54E-04,0.378,2.87E+05,0.919,8.99E-01,0.61,-6.234,0.049,93.045,0.205,Jazz
308,52,6.94E-01,0.771,NaN,0.458,NaN,0.078,-7.652,0.033,109.089,0.707,Jazz
309,36,8.47E-01,0.465,1.31E+05,0.431,0.00E+00,0.36,-10.847,0.03,93.981,0.74,Blues
310,56,4.63E-03,NaN,2.08E+05,0.854,0.00E+00,0.344,-5.03,0.164,186.061,NaN,Rock
311,57,9.29E-02,0.68,1.87E+05,0.798,0.00E+00,0.075,-4.978,0.116,116.989,0.594,Rock
312,62,9.63E-03,0.639,2.46E+05,0.903,7.06E-05,0.174,NaN,0.037,135.938,0.96,Rock
313,38,1.62E-02,0.636,1.82E+05,0.526,2.30E-06,0.089,-7.372,0.036,76.447,0.338,Blues
314,48,NaN,NaN,5.74E+05,NaN,6.82E-01,0.268,-13.336,0.031,119.596,NaN,Rock
315,62,8.12E-02,0.56,2.31E+05,0.798,1.54E-06,0.327,-6.672,NaN,124.397,0.675,Rock
316,68,4.61E-01,0.573,1.43E+05,0.683,0.00E+00,0.093,-6.644,0.176,169.519,0.817,Rock
317,25,2.42E-02,0.449,3.77E+05,0.891,2.58E-01,0.669,-4.118,0.135,109.953,0.544,Electronic
318,56,2.52E-01,0.873,1.81E+05,0.872,0.00E+00,0.335,-0.883,0.17,97.978,0.683,Hip-Hop
319,63,1.29E-02,NaN,1.31E+05,0.914,0.00E+00,0.079,NaN,0.266,93.532,NaN,Rap
320,68,1.25E-02,0.426,1.67E+05,0.894,4.10E-04,0.187,-6.699,0.174,108.725,0.63,Alternative
321,25,1.66E-02,0.376,2.55E+05,0.3,8.42E-04,0.483,-5.861,0.03,99.677,0.277,Anime
322,33,2.89E-01,0.546,2.95E+05,0.437,3.12E-04,0.119,-8.993,0.033,129.955,0.534,Blues
323,47,4.74E-01,0.782,-1.00E+00,0.791,1.20E-03,0.056,-6.321,0.038,99.992,0.819,Jazz
324,67,NaN,0.476,2.02E+05,NaN,7.29E-03,0.094,-3.506,0.132,140.404,0.416,Rock
325,13,7.61E-01,0.544,2.15E+05,0.792,0.00E+00,0.335,NaN,0.046,119.998,0.615,Anime
326,65,NaN,0.465,2.18E+05,NaN,2.00E-02,0.286,-6.331,0.237,155.061,0.39,Rock
327,70,8.23E-02,NaN,2.15E+05,0.759,4.44E-05,0.099,-5.67,0.037,124.725,NaN,Rock
328,18,9.03E-01,0.477,-1.00E+00,0.221,8.52E-01,0.113,-20.078,0.033,128.154,0.198,Anime
329,60,2.12E-01,0.661,2.07E+05,0.743,2.04E-06,0.098,-7.76,0.033,106.045,0.897,Rock
330,41,1.80E-02,0.482,1.73E+05,0.864,0.00E+00,0.074,-4.04,0.095,185.736,0.771,Alternative
331,60,6.48E-01,0.443,1.59E+05,0.489,4.24E-01,0.131,-6.932,0.035,124.031,0.052,Rock
332,62,1.08E-02,0.743,2.43E+05,0.67,7.02E-02,0.22,-4.547,0.029,110.832,0.934,Rock
333,64,5.07E-02,0.693,1.85E+05,0.563,2.10E-03,0.112,-8.553,NaN,155.962,0.618,Rap
334,65,2.07E-02,NaN,1.93E+05,0.973,8.39E-01,0.038,NaN,0.26,160.018,NaN,Electronic
335,41,9.34E-01,0.185,1.83E+05,0.081,1.25E-02,0.084,-21.025,0.043,89.936,0.057,Classical
336,63,4.67E-04,NaN,2.55E+05,0.704,1.33E-05,0.326,-6.835,0.03,99.804,NaN,Rock
337,38,9.92E-01,0.379,2.40E+05,0.279,9.07E-01,0.107,-12.694,0.034,89.918,0.293,Jazz
338,NaN,6.02E-01,0.658,NaN,0.626,NaN,0.682,-6.069,0.328,120.406,0.738,Hip-Hop
339,64,1.65E-03,NaN,2.39E+05,0.78,2.14E-05,0.156,-4.939,0.036,145.125,NaN,Rock
340,36,4.12E-02,0.578,NaN,0.826,NaN,NaN,-5.042,NaN,NaN,0.534,Country
341,46,NaN,0.612,3.17E+05,NaN,1.67E-01,0.104,-8.637,0.04,79.975,0.661,Electronic
342,57,NaN,0.539,2.57E+05,NaN,1.79E-05,0.121,-4.884,0.027,88.969,0.503,Country
343,63,NaN,0.647,2.18E+05,NaN,7.03E-01,0.078,-4.692,0.029,110.059,0.268,Rock
344,63,7.88E-01,0.688,1.66E+05,0.711,2.64E-05,0.068,NaN,0.083,152.277,0.935,Rock
345,50,1.27E-03,0.41,1.83E+05,0.979,1.25E-02,0.355,-5.021,0.106,146.741,0.478,Rock
346,60,7.92E-03,NaN,2.88E+05,0.872,8.00E-01,0.261,-7.313,0.05,167.946,NaN,Rock
347,69,NaN,0.499,1.34E+05,NaN,0.00E+00,0.165,-3.902,0.039,142.726,0.864,Rock
348,38,1.33E-02,NaN,2.01E+05,0.869,0.00E+00,0.14,-4.624,0.05,80.98,NaN,Country
349,44,5.97E-01,0.669,1.92E+05,0.699,3.09E-05,0.2,-6.882,0.058,92.006,0.368,Alternative
350,71,3.32E-04,0.305,2.07E+05,0.832,2.40E-05,0.091,-7.981,0.04,100.677,0.585,Rock
351,54,9.29E-01,NaN,3.90E+05,0.195,8.07E-01,0.08,-19.454,0.034,126.862,NaN,Rock
352,67,3.12E-02,NaN,2.45E+05,0.914,8.92E-05,0.048,-3.834,0.107,97.021,NaN,Rock
353,42,2.95E-02,0.291,1.95E+05,0.598,2.27E-03,0.074,-6.972,NaN,146.245,0.186,Alternative
354,48,NaN,0.74,1.30E+05,NaN,0.00E+00,0.38,-9.483,0.054,113.713,0.844,Country
355,47,NaN,0.605,NaN,NaN,NaN,NaN,-7.035,0.034,NaN,0.434,Alternative
356,51,2.13E-01,0.535,3.91E+05,0.551,8.72E-06,0.172,-9.99,0.034,79.414,0.631,Rock
357,61,3.34E-01,0.506,-1.00E+00,0.526,5.39E-04,0.091,-9.936,0.029,129.641,0.591,Rock
358,53,NaN,0.757,1.92E+05,NaN,1.45E-05,0.112,-5.644,0.043,121.968,0.96,Rock
359,33,7.31E-02,0.654,1.48E+05,0.726,8.91E-01,0.243,-5.491,0.035,90.969,0.56,Electronic
360,58,1.07E-03,0.5,2.07E+05,0.836,4.03E-05,0.197,-6.165,0.045,90.011,0.41,Rock
361,53,2.16E-03,0.474,1.33E+05,0.994,1.26E-01,0.314,-1.884,0.103,171.433,0.847,Rap
362,62,4.53E-01,NaN,2.13E+05,0.493,0.00E+00,0.241,-8.786,0.033,127.671,NaN,Rock
363,40,8.51E-03,0.549,1.99E+05,0.895,1.12E-06,0.131,-7.145,0.044,134.595,0.95,Alternative
364,41,8.85E-01,0.454,2.65E+05,0.206,1.08E-04,0.067,-14.855,0.033,167.169,0.336,Blues
365,38,7.33E-01,0.54,-1.00E+00,0.37,9.32E-04,0.089,-12.017,0.046,88.36,0.208,Blues
366,67,6.62E-02,0.816,NaN,0.813,NaN,0.602,-7.798,0.066,127.979,0.436,Rap
367,23,NaN,0.514,2.62E+05,NaN,7.78E-01,0.14,-6.601,0.117,143.844,0.444,Anime
368,29,1.76E-01,0.609,3.44E+05,0.888,0.00E+00,0.15,-2.814,0.036,119.959,0.696,Anime
369,6,9.78E-01,0.239,7.09E+05,0.051,8.74E-01,0.101,-23.135,0.045,110.333,0.039,Classical
370,27,5.05E-01,NaN,2.17E+05,0.383,0.00E+00,0.392,-13.074,0.046,110.522,NaN,Blues
371,32,9.38E-03,0.495,2.00E+05,0.786,7.52E-03,0.107,-10.51,0.035,142.266,0.696,Blues
372,59,4.08E-01,0.888,2.37E+05,0.687,0.00E+00,0.061,-7.744,0.107,115.034,0.432,Electronic
373,70,6.66E-03,0.494,1.75E+05,0.939,0.00E+00,0.139,-3.127,0.126,177.751,0.893,Alternative
374,30,3.31E-01,0.779,-1.00E+00,0.769,1.43E-06,0.076,-5.78,0.038,127.96,0.941,Anime
375,64,7.90E-01,NaN,1.34E+05,0.338,0.00E+00,0.105,-13.887,0.045,122.421,NaN,Rock
376,40,1.38E-02,0.77,-1.00E+00,0.721,5.05E-01,0.097,-8.008,0.053,119.996,0.366,Electronic
377,54,2.06E-01,0.501,2.47E+05,0.903,0.00E+00,0.155,-4.327,0.12,131.957,0.432,Hip-Hop
378,59,NaN,0.674,-1.00E+00,NaN,0.00E+00,0.694,NaN,0.029,114.048,0.889,Rock
379,51,1.11E-03,0.298,1.98E+05,0.597,0.00E+00,0.082,-12.107,0.034,180.434,0.536,Rock
380,52,3.84E-03,0.544,2.10E+05,0.625,6.57E-03,0.089,-6.797,0.034,75.243,0.43,Rock
381,33,8.29E-01,0.218,3.72E+05,0.244,9.30E-01,0.129,-16.472,0.04,83.739,0.06,Classical
382,63,4.07E-01,0.759,2.21E+05,0.779,6.10E-02,0.159,-9.375,0.035,128.211,0.918,Rock
383,34,NaN,0.544,-1.00E+00,NaN,1.72E-02,0.266,-5.031,0.061,168.364,0.462,Electronic
384,57,4.05E-01,0.584,1.99E+05,0.74,4.15E-06,0.569,-6.313,0.242,62.916,0.33,Rock
385,45,4.45E-01,0.715,1.97E+05,0.662,0.00E+00,0.081,-5.761,0.188,87.904,0.626,Jazz
386,44,1.01E-02,0.698,2.13E+05,0.676,2.57E-05,0.112,-11.717,NaN,116.486,0.961,Country
387,61,9.87E-03,0.678,2.68E+05,0.53,2.74E-04,0.044,NaN,0.024,91.779,0.678,Rock
388,54,8.87E-02,0.626,2.61E+05,0.691,9.63E-05,0.115,-5.873,0.028,109.005,0.396,Rock
389,75,5.82E-01,0.651,2.03E+05,0.708,0.00E+00,0.08,-4.791,NaN,119.964,0.558,Rock
390,73,1.70E-01,0.837,-1.00E+00,0.549,0.00E+00,0.057,-5.722,0.167,121.954,0.209,Rap
391,71,3.11E-02,0.654,2.12E+05,0.726,6.35E-05,0.062,-3.803,0.04,103.987,0.728,Rock
392,55,NaN,0.684,2.39E+05,NaN,2.98E-05,0.063,-5.46,0.031,115.94,0.565,Rock
393,64,7.66E-02,NaN,3.27E+05,0.499,1.55E-06,0.111,-10.972,0.069,171.067,NaN,Rock
394,54,1.41E-01,0.535,2.25E+05,0.803,0.00E+00,0.297,-4.116,0.046,147.902,0.342,Rock
395,65,7.23E-01,0.714,-1.00E+00,0.343,5.48E-06,0.102,-7.641,0.38,72.348,0.372,Rap
396,63,3.22E-05,0.47,2.15E+05,0.885,1.96E-01,0.169,NaN,0.035,138.153,0.79,Rock
397,67,3.44E-01,0.489,1.76E+05,0.637,0.00E+00,0.176,-5.014,NaN,170.157,0.345,Rock
398,44,8.48E-04,0.726,NaN,0.892,NaN,0.831,-2.278,0.056,120.1,0.334,Electronic
399,54,2.29E-01,0.862,1.49E+05,0.598,3.04E-03,0.135,-6.667,0.061,141.934,0.561,Hip-Hop
400,50,1.02E-01,0.307,3.67E+05,0.407,5.71E-02,0.103,-8.25,0.028,90.255,0.043,Alternative
401,65,NaN,0.643,2.49E+05,NaN,7.71E-06,0.495,-4.66,0.078,120.723,0.526,Rock
402,19,NaN,0.666,2.53E+05,NaN,0.00E+00,0.13,-5.509,0.026,138.029,0.512,Anime
403,64,2.50E-01,0.546,1.78E+05,0.631,0.00E+00,0.123,-5.757,0.028,129.556,0.569,Rock
404,41,2.41E-03,NaN,1.97E+05,0.931,8.52E-01,0.356,-3.817,0.071,140.031,NaN,Electronic
405,39,6.72E-04,0.56,2.19E+05,0.87,1.09E-01,0.129,-3.492,0.052,160.044,0.345,Electronic
406,63,3.84E-03,0.635,1.90E+05,0.908,8.34E-02,0.239,-4.795,0.056,110.012,0.637,Rock
407,56,2.59E-01,0.534,2.34E+05,0.457,4.00E-04,0.203,-8.66,0.027,140.798,0.271,Rock
408,57,7.32E-01,NaN,-1.00E+00,0.298,2.95E-03,0.1,-13.477,0.036,128.022,NaN,Rock
409,48,1.61E-01,0.481,2.34E+05,0.571,4.94E-03,0.357,-8.582,0.03,167.634,0.634,Rock
410,49,8.21E-04,NaN,2.17E+05,0.89,0.00E+00,0.091,-5.759,0.066,100.061,NaN,Rock
411,53,9.94E-01,0.222,1.61E+05,0.012,9.25E-01,0.102,-32.855,0.036,72.774,0.14,Classical
412,64,2.98E-01,0.541,1.60E+05,0.608,0.00E+00,0.234,-13.083,0.106,171.992,0.938,Rock
413,NaN,NaN,0.155,NaN,NaN,NaN,0.095,-26.549,0.045,92.442,0.073,Classical
414,62,8.19E-02,0.421,3.00E+05,0.963,0.00E+00,0.5,-2.16,0.415,120.406,0.494,Rap
415,59,3.10E-02,0.513,2.43E+05,0.77,0.00E+00,0.198,-5.131,0.028,120.406,0.849,Rock
416,47,NaN,0.699,1.47E+05,NaN,0.00E+00,0.108,-4.952,0.215,144.88,0.812,Alternative
417,67,7.38E-03,0.547,1.97E+05,0.804,0.00E+00,0.031,-5.268,0.036,142.016,0.666,Rock
418,62,7.27E-01,0.73,1.63E+05,0.504,0.00E+00,0.143,-11.686,0.048,126.282,0.883,Rock
419,56,1.16E-02,0.528,2.08E+05,0.888,7.62E-01,0.154,-6.039,0.033,145.971,0.897,Rock
420,58,3.35E-01,0.792,2.31E+05,0.808,0.00E+00,0.269,-4.156,0.096,92.064,0.709,NaN
421,58,NaN,0.627,NaN,NaN,NaN,NaN,-12.33,0.04,NaN,0.323,Rock
422,69,4.50E-01,0.643,2.50E+05,0.809,1.22E-06,0.154,-3.275,0.028,112.677,0.499,Rock
423,58,2.20E-01,NaN,2.38E+05,0.528,3.50E-01,0.14,-13.382,0.036,117.472,NaN,Rock
424,50,NaN,0.884,2.29E+05,NaN,1.04E-03,0.05,-8.919,NaN,99.018,0.415,Rap
425,44,4.62E-02,0.676,1.95E+05,0.788,0.00E+00,0.173,-5.757,0.099,120.406,0.384,Country
426,2,4.98E-01,0.539,5.51E+04,0.453,8.75E-01,0.106,-21.199,0.068,82.184,0.764,Jazz
427,43,1.63E-01,0.81,3.51E+05,0.59,6.00E-02,0.096,-7.421,0.047,120.017,0.662,Jazz
428,50,NaN,0.624,3.70E+05,NaN,2.04E-01,0.066,-10.746,0.028,144.049,0.713,Rock
429,53,9.17E-01,0.561,2.29E+05,0.252,0.00E+00,0.106,-9.448,0.035,144.226,0.346,Rock
430,73,NaN,0.467,3.20E+05,NaN,2.48E-02,0.118,-10.451,0.025,94.301,0.166,Rock
431,44,NaN,0.221,1.84E+05,NaN,9.57E-01,0.076,-23.238,0.037,102.96,0.127,Classical
432,54,1.49E-01,0.738,2.58E+05,0.879,0.00E+00,0.102,-4.444,0.245,90.338,0.893,Rap
433,48,2.03E-01,0.673,2.13E+05,0.838,8.80E-06,0.105,-5.922,0.314,168.114,0.872,Hip-Hop
434,32,8.06E-01,0.423,1.24E+05,0.156,5.87E-04,0.623,-17.959,0.039,135.911,0.563,Classical
435,37,NaN,NaN,2.05E+05,NaN,9.52E-01,0.11,-6.854,0.033,186.004,NaN,Classical
436,39,NaN,0.206,2.08E+05,NaN,9.59E-01,0.144,-23.543,0.046,114.943,0.038,Classical
437,31,1.14E-05,0.294,2.54E+05,0.921,8.04E-05,0.08,-4.165,0.081,184.78,0.241,Classical
438,56,5.79E-03,0.939,1.45E+05,0.373,0.00E+00,0.274,-7.779,0.227,119.953,0.06,Rap
439,64,6.06E-05,0.451,1.94E+05,0.815,0.00E+00,0.27,-5.55,0.037,147.974,0.618,Alternative
440,48,4.49E-01,NaN,1.50E+05,0.485,2.33E-06,0.072,-7.164,0.06,119.161,NaN,Jazz
441,56,1.53E-01,0.731,-1.00E+00,0.488,4.44E-06,0.063,-7.256,0.054,93.981,0.465,Hip-Hop
442,36,1.39E-01,0.635,2.49E+05,0.476,5.97E-05,0.103,-10.441,0.072,88.053,0.522,Blues
443,47,1.76E-01,0.809,1.49E+05,0.701,0.00E+00,0.184,-12.484,0.057,105.696,0.563,Blues
444,54,1.73E-04,0.521,2.06E+05,0.919,2.18E-03,0.301,-3.146,0.048,131.726,0.746,Rock
445,21,6.14E-01,NaN,9.00E+04,0.433,7.64E-01,0.108,-10.354,0.146,80.038,NaN,Electronic
446,27,7.02E-01,0.738,1.60E+05,0.411,8.60E-03,0.106,-8.988,0.051,76.005,0.651,Blues
447,47,4.04E-01,0.467,1.58E+05,0.581,0.00E+00,0.149,-9.768,0.456,91.108,0.152,Hip-Hop
448,50,8.79E-02,0.776,NaN,0.601,NaN,NaN,-6.041,0.049,NaN,0.416,Alternative
449,39,8.10E-01,NaN,2.14E+05,0.395,0.00E+00,0.346,-11.674,0.031,136.467,NaN,Country
450,72,9.09E-01,0.643,NaN,0.344,NaN,0.106,-11.342,0.035,144.171,0.547,Rock
451,66,1.29E-01,NaN,1.95E+05,0.83,0.00E+00,0.29,-5.43,0.065,95.004,NaN,Rock
452,47,NaN,0.682,2.41E+05,NaN,0.00E+00,0.18,-9.69,0.335,170.049,0.366,Rap
453,50,1.93E-02,0.407,2.06E+05,0.821,2.06E-06,0.36,-4.987,0.066,99.814,0.61,Rock
454,27,5.89E-02,0.544,2.33E+05,0.484,2.92E-06,0.256,-7.111,0.025,144.872,0.519,Blues
455,32,4.65E-03,0.638,2.22E+05,0.587,9.09E-01,0.157,-6.266,0.041,145.036,0.323,Electronic
456,61,6.69E-03,0.6,2.57E+05,0.614,0.00E+00,0.166,-4.688,0.088,121.965,0.341,Rock
457,82,2.10E-03,0.592,3.30E+05,0.767,1.65E-03,0.127,-2.788,0.027,96.483,0.328,Rock
458,68,NaN,0.635,2.17E+05,NaN,0.00E+00,0.097,-4.862,0.258,82.142,0.638,Hip-Hop
459,59,1.44E-01,0.613,2.86E+05,0.531,3.74E-06,0.801,-9.172,NaN,152.023,0.338,Rock
460,19,2.42E-03,0.396,2.82E+05,0.986,2.14E-05,0.338,-4.843,0.23,169.976,0.143,Anime
461,47,9.75E-01,0.36,-1.00E+00,0.366,2.29E-03,0.375,-11.636,0.068,80.491,0.386,Classical
462,46,8.90E-01,0.42,2.13E+05,0.426,0.00E+00,0.919,-8.648,0.027,120.406,0.489,Country
463,60,8.96E-01,0.726,2.15E+05,0.177,2.14E-06,0.116,-14.824,0.035,92.934,0.618,Rock
464,49,5.53E-01,0.681,NaN,0.447,NaN,0.122,-8.83,0.048,99.418,0.746,Rock
465,46,7.60E-04,0.505,2.23E+05,0.755,7.25E-02,0.348,-7.568,0.032,157.993,0.532,Electronic
466,61,1.59E-01,0.674,2.17E+05,0.705,6.11E-06,0.106,-7.516,0.026,95.99,0.635,Rock
467,NaN,5.95E-01,0.503,NaN,0.772,NaN,NaN,-6.205,0.032,NaN,0.935,Rock
468,30,2.23E-01,0.637,2.25E+05,0.831,4.02E-01,0.114,-6.372,0.03,90.008,0.533,Jazz
469,8,9.54E-01,NaN,1.62E+06,0.123,7.40E-01,0.711,-17.919,0.04,56.855,NaN,Classical
470,74,1.76E-01,0.714,2.22E+05,0.735,6.22E-04,0.115,-7.125,0.031,123.57,0.68,Rock
471,64,3.47E-01,0.669,2.76E+05,0.707,7.16E-04,0.1,-13.66,0.048,124.335,0.806,Rock
472,NaN,8.88E-01,NaN,NaN,0.471,NaN,0.103,-10.544,0.037,146.322,NaN,Classical
473,59,7.58E-03,0.64,2.27E+05,0.469,4.53E-04,0.071,-8.718,0.041,90.001,0.305,Rock
474,38,1.93E-01,0.612,3.94E+05,0.481,1.19E-04,0.108,-7.158,0.029,90.033,0.467,Jazz
475,53,9.03E-01,0.637,2.14E+05,0.129,0.00E+00,0.107,-11.89,0.041,139.742,0.368,Rock
476,NaN,6.15E-01,NaN,NaN,0.272,NaN,NaN,-10.575,0.044,NaN,NaN,Rock
477,69,6.44E-01,0.561,2.67E+05,0.337,8.79E-05,0.67,-9.272,0.028,109.373,0.273,Rock
478,32,7.65E-01,0.696,NaN,0.617,NaN,NaN,-7.973,0.03,NaN,0.47,Jazz
479,55,1.31E-01,0.567,2.91E+05,0.569,1.10E-02,0.071,-11.963,0.034,109.293,0.75,Rock
480,53,3.44E-02,0.479,2.45E+05,0.718,0.00E+00,0.282,-4.271,0.037,149.576,0.398,Rock
481,71,NaN,0.787,1.76E+05,NaN,0.00E+00,0.102,-7.676,0.069,120.406,0.21,Hip-Hop
482,41,5.78E-01,0.611,NaN,0.425,NaN,0.06,-11.332,0.047,120.15,0.654,Jazz
483,55,2.45E-01,0.667,2.74E+05,0.647,2.97E-04,0.063,-7.787,0.049,143.995,0.3,Rock
